| +I |                    1 |                90174 |                 5670 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description D |                 6225 |                 4073 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2622 |                   25 |                 auction_extra2 |
| +I |                  475 |                70793 |                 6078 |                       facebook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description B |                 2586 |                 1732 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5252 |                   15 |                auction_extra10 |
| +I |                  476 |                11705 |                 8822 |                       facebook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description C |                 2531 |                 2812 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9296 |                   20 |                 auction_extra1 |
| +I |                  477 |                82433 |                 3799 |                          baidu |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description E |                 5792 |                 3588 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1536 |                    5 |                 auction_extra8 |
| +I |                  478 |                14321 |                 7143 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item C |                  Description B |                 5307 |                 3486 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3185 |                   15 |                 auction_extra5 |
| +I |                  479 |                11293 |                 1659 |                          baidu |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra2 |                         Item C |                  Description A |                 7247 |                 4361 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2144 |                    5 |                 auction_extra9 |
| +I |                  480 |                51731 |                 2171 |                          baidu |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                        extra10 |                         Item E |                  Description D |                 4242 |                 1708 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9234 |                   10 |                 auction_extra8 |
| +I |                  481 |                60499 |                 6803 |                          Apple |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra6 |                         Item B |                  Description C |                 3796 |                 1846 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2418 |                    5 |                 auction_extra4 |
| +I |                  482 |                31991 |                 6723 |                          Apple |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description E |                 3856 |                 2296 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6292 |                    5 |                 auction_extra4 |
| +I |                  483 |                87038 |                 9831 |                          aPpLe |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description D |                 2579 |                 4019 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5820 |                   15 |                 auction_extra8 |
| +I |                  484 |                43069 |                 8405 |                          aPpLe |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra3 |                         Item B |                  Description B |                 3279 |                 2192 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6510 |                    5 |                 auction_extra7 |
| +I |                  485 |                67168 |                 5553 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra5 |                         Item C |                  Description B |                 3922 |                 3950 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2115 |                   15 |                 auction_extra8 |
| +I |                  486 |                74598 |                 5281 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description E |                 3771 |                 5401 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7325 |                   15 |                 auction_extra2 |
| +I |                  487 |                12360 |                 7437 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item E |                  Description C |                 3196 |                 5398 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9972 |                   15 |                 auction_extra1 |
| +I |                  488 |                92894 |                 3491 |                          aPpLe |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra5 |                         Item A |                  Description A |                 5955 |                 3546 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5678 |                    5 |                 auction_extra9 |
| +I |                  489 |                41441 |                 1341 |                       facebook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                        extra10 |                         Item C |                  Description B |                 2237 |                 1589 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4476 |                   20 |                 auction_extra4 |
| +I |                  490 |                21225 |                 8690 |                       facebook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item B |                  Description C |                 4843 |                 3930 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2026 |                   10 |                 auction_extra7 |
| +I |                  491 |                27161 |                 4089 |                          aPpLe |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra7 |                         Item D |                  Description C |                 3176 |                 6706 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8403 |                   15 |                 auction_extra8 |
| +I |                  492 |                55846 |                 6963 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description A |                 6732 |                 2451 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6179 |                   20 |                 auction_extra1 |
| +I |                  493 |                99086 |                 7869 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item D |                  Description E |                 3586 |                 4873 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9551 |                   10 |                 auction_extra8 |
| +I |                  494 |                29904 |                 6520 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                        extra10 |                         Item E |                  Description C |                 7069 |                 5780 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7437 |                   10 |                 auction_extra3 |
| +I |                  495 |                18123 |                 1635 |                          aPpLe |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                        extra10 |                         Item A |                  Description C |                 6798 |                 5922 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1193 |                    5 |                 auction_extra4 |
| +I |                  496 |                95733 |                 6919 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description C |                 6799 |                 5752 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4236 |                   15 |                 auction_extra2 |
| +I |                  497 |                40800 |                 9870 |                          baidu |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                        extra10 |                         Item B |                  Description C |                 6202 |                 4818 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2002 |                   15 |                 auction_extra7 |
| +I |                  498 |                61728 |                 6039 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item D |                  Description E |                 7934 |                 5328 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2855 |                   10 |                 auction_extra3 |
| +I |                  499 |                50380 |                 4668 |                       facebook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra3 |                         Item C |                  Description A |                 4661 |                 3814 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7265 |                   15 |                 auction_extra1 |
| +I |                  500 |                88255 |                 6913 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description A |                 2688 |                 6026 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4521 |                   15 |                 auction_extra7 |
| +I |                  501 |                90866 |                 4632 |                       facebook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra3 |                         Item C |                  Description D |                 3477 |                 1843 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4842 |                   20 |                 auction_extra7 |
| +I |                  502 |                67221 |                 7710 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description A |                 2102 |                 4263 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3780 |                    5 |                 auction_extra4 |
| +I |                  503 |                60863 |                 4620 |                       FaceBook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra9 |                         Item A |                  Description E |                 6214 |                 5044 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3466 |                   15 |                 auction_extra2 |
| +I |                  504 |                31200 |                 7810 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description E |                 4499 |                 5724 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1424 |                   20 |                 auction_extra2 |
| +I |                  505 |                55997 |                 6267 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description E |                 3958 |                 3535 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7108 |                    5 |                 auction_extra7 |
| +I |                  506 |                13782 |                 9921 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra5 |                         Item E |                  Description C |                 3284 |                 6167 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8879 |                   25 |                 auction_extra7 |
| +I |                  507 |                97079 |                 7826 |                          aPpLe |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra8 |                         Item A |                  Description B |                 6139 |                 3378 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6482 |                   20 |                 auction_extra4 |
| +I |                  508 |                80702 |                 1992 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description C |                 7828 |                 4192 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5270 |                   20 |                 auction_extra2 |
| +I |                  509 |                29877 |                 9164 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item C |                  Description A |                 3748 |                 4083 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3414 |                   15 |                 auction_extra6 |
| +I |                  510 |                37881 |                 9001 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description E |                 2048 |                 4425 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5258 |                   25 |                 auction_extra2 |
| +I |                  511 |                64892 |                 1810 |                          Apple | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description D |                 3287 |                 4436 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8621 |                   25 |                 auction_extra8 |
| +I |                  512 |                13857 |                 5135 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description C |                 2324 |                 5814 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9856 |                   25 |                 auction_extra2 |
| +I |                  513 |                60050 |                 8746 |                       FaceBook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra9 |                         Item A |                  Description D |                 5451 |                 3678 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7041 |                    5 |                 auction_extra1 |
| +I |                  514 |                35129 |                 2059 |                       facebook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                        extra10 |                         Item B |                  Description A |                 6124 |                 4459 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1979 |                   20 |                 auction_extra1 |
| +I |                  515 |                58878 |                 7526 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item C |                  Description C |                 6335 |                 5094 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4962 |                   20 |                 auction_extra1 |
| +I |                  516 |                31331 |                 8717 |                       facebook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item A |                  Description C |                 7741 |                 4356 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9281 |                   20 |                 auction_extra7 |
| +I |                  517 |                64655 |                 4535 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item A |                  Description B |                 5122 |                 2092 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7646 |                   15 |                 auction_extra4 |
| +I |                  518 |                60466 |                 4628 |                          Apple | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description A |                 5514 |                 5377 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4213 |                   10 |                 auction_extra4 |
| +I |                  519 |                76243 |                 3921 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra7 |                         Item E |                  Description A |                 7292 |                 5133 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1840 |                   10 |                 auction_extra7 |
| +I |                  520 |                74849 |                 5174 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description C |                 5698 |                 6688 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5813 |                    5 |                 auction_extra9 |
| +I |                  521 |                19349 |                 6055 |                          baidu |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description B |                 6917 |                 3121 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7335 |                    5 |                 auction_extra7 |
| +I |                  522 |                54466 |                 9731 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item D |                  Description C |                 7651 |                 4522 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9081 |                    5 |                auction_extra10 |
| +I |                  523 |                17524 |                 3119 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                        extra10 |                         Item A |                  Description E |                 3692 |                 1705 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8740 |                   10 |                auction_extra10 |
| +I |                  524 |                76851 |                 3499 |                         google |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra1 |                         Item D |                  Description C |                 5330 |                 3590 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3397 |                    5 |                 auction_extra8 |
| +I |                  525 |                37038 |                 1868 |                       facebook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra4 |                         Item B |                  Description D |                 2641 |                 1646 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9899 |                   10 |                 auction_extra6 |
| +I |                  526 |                41775 |                 1281 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item E |                  Description A |                 2033 |                 3145 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7021 |                   15 |                 auction_extra3 |
| +I |                  527 |                13818 |                 4926 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra3 |                         Item C |                  Description E |                 2741 |                 3279 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9836 |                   15 |                 auction_extra6 |
| +I |                  528 |                58946 |                 1245 |                       facebook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                        extra10 |                         Item E |                  Description B |                 5067 |                 3880 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1591 |                   10 |                 auction_extra4 |
| +I |                  529 |                15573 |                 7440 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description C |                 4299 |                 1526 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1651 |                   20 |                 auction_extra9 |
| +I |                  530 |                43714 |                 1402 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra4 |                         Item E |                  Description B |                 5758 |                 5289 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7195 |                   10 |                auction_extra10 |
| +I |                  531 |                49443 |                 5880 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra6 |                         Item B |                  Description A |                 5060 |                 4907 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4167 |                    5 |                 auction_extra4 |
| +I |                  532 |                43907 |                 7171 |                       facebook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra3 |                         Item A |                  Description A |                 2768 |                 6654 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5757 |                   20 |                auction_extra10 |
| +I |                  533 |                76637 |                 3237 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra5 |                         Item A |                  Description A |                 6252 |                 2838 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7510 |                   20 |                 auction_extra8 |
| +I |                  534 |                37956 |                 4062 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item A |                  Description B |                 6056 |                 1662 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3224 |                   10 |                 auction_extra9 |
| +I |                  535 |                78386 |                 5106 |                          aPpLe |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description C |                 7343 |                 6074 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5151 |                   15 |                 auction_extra4 |
| +I |                  536 |                98701 |                 2324 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item E |                  Description B |                 3034 |                 1651 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7274 |                   10 |                 auction_extra3 |
| +I |                  537 |                38468 |                 6942 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description B |                 5035 |                 3888 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7368 |                   20 |                 auction_extra4 |
| +I |                  538 |                32786 |                 4097 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description E |                 4745 |                 3095 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4211 |                   10 |                auction_extra10 |
| +I |                  539 |                74011 |                 9957 |                         google |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item A |                  Description D |                 5477 |                 4630 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6429 |                   25 |                 auction_extra5 |
| +I |                  540 |                45021 |                 2222 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description D |                 5670 |                 3534 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1490 |                    5 |                 auction_extra1 |
| +I |                  541 |                20621 |                 2674 |                       FaceBook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra8 |                         Item A |                  Description A |                 5968 |                 4245 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2616 |                   10 |                 auction_extra2 |
| +I |                  542 |                33778 |                 6198 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item B |                  Description B |                 3063 |                 5016 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5958 |                   10 |                 auction_extra5 |
| +I |                  543 |                41365 |                 7650 |                       facebook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item B |                  Description E |                 2456 |                 1617 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7159 |                    5 |                 auction_extra8 |
| +I |                  544 |                86999 |                 1178 |                       FaceBook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra6 |                         Item E |                  Description A |                 7866 |                 2192 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9620 |                   10 |                 auction_extra6 |
| +I |                  545 |                39889 |                 8525 |                       facebook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item E |                  Description B |                 4279 |                 6468 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6217 |                    5 |                 auction_extra7 |
| +I |                  546 |                56793 |                 1957 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description E |                 3248 |                 4972 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3982 |                   20 |                 auction_extra6 |
| +I |                  547 |                36144 |                 9218 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra4 |                         Item B |                  Description D |                 2623 |                 6560 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6658 |                   15 |                 auction_extra1 |
| +I |                  548 |                29447 |                 4478 |                          baidu |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra1 |                         Item C |                  Description E |                 7479 |                 3306 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1830 |                   20 |                 auction_extra4 |
| +I |                  549 |                88435 |                 2689 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description E |                 2982 |                 2390 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7379 |                   20 |                 auction_extra1 |
| +I |                  550 |                90283 |                 6400 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra6 |                         Item C |                  Description D |                 5823 |                 5679 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9170 |                   25 |                 auction_extra2 |
| +I |                  551 |                22689 |                 5436 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item E |                  Description C |                 4032 |                 2054 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2863 |                   10 |                 auction_extra9 |
| +I |                  552 |                21822 |                 9084 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra3 |                         Item D |                  Description E |                 5639 |                 3366 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1462 |                    5 |                 auction_extra7 |
| +I |                  553 |                32304 |                 9966 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra6 |                         Item B |                  Description D |                 5156 |                 4539 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1271 |                   15 |                 auction_extra4 |
| +I |                  554 |                54904 |                 8664 |                          baidu |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description B |                 5916 |                 2569 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8450 |                   15 |                 auction_extra9 |
| +I |                  555 |                91284 |                 2165 |                       facebook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description E |                 2605 |                 6657 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5618 |                    5 |                auction_extra10 |
| +I |                  556 |                82711 |                 2808 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra1 |                         Item C |                  Description A |                 4859 |                 3242 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9055 |                   15 |                 auction_extra5 |
| +I |                  557 |                33016 |                 1896 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description E |                 6572 |                 6748 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4712 |                   20 |                auction_extra10 |
| +I |                  558 |                23804 |                 6686 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description A |                 5696 |                 2587 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1645 |                   15 |                auction_extra10 |
| +I |                  559 |                42705 |                 3875 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra5 |                         Item C |                  Description E |                 5995 |                 1989 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3427 |                   15 |                 auction_extra3 |
| +I |                  560 |                18842 |                 1967 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra6 |                         Item E |                  Description A |                 5479 |                 5015 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4327 |                   10 |                 auction_extra2 |
| +I |                  561 |                78745 |                 9555 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra2 |                         Item B |                  Description C |                 7181 |                 3744 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9174 |                   10 |                 auction_extra6 |
| +I |                  562 |                60122 |                 8519 |                          Apple |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description D |                 6421 |                 4205 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7695 |                   15 |                 auction_extra7 |
| +I |                  563 |                81441 |                 1568 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description A |                 6263 |                 3294 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6945 |                   10 |                 auction_extra6 |
| +I |                  564 |                19302 |                 1809 |                          baidu |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description A |                 7988 |                 6818 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8001 |                   10 |                 auction_extra4 |
| +I |                  565 |                45118 |                 6435 |                         google | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description C |                 4237 |                 5793 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4892 |                   10 |                auction_extra10 |
| +I |                  566 |                43583 |                 6846 |                          Apple | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item B |                  Description E |                 5176 |                 5709 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9123 |                   15 |                auction_extra10 |
| +I |                  567 |                36775 |                 1517 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item A |                  Description C |                 2438 |                 6907 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5839 |                   20 |                 auction_extra9 |
| +I |                  568 |                19287 |                 4715 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra5 |                         Item E |                  Description D |                 3409 |                 6264 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6102 |                   15 |                 auction_extra8 |
| +I |                  569 |                92388 |                 9334 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra2 |                         Item B |                  Description B |                 3322 |                 6021 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2117 |                   20 |                 auction_extra9 |
| +I |                  570 |                93404 |                 5409 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra4 |                         Item B |                  Description A |                 2345 |                 3536 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8612 |                   15 |                 auction_extra9 |
